ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Meta: pd_amazon_asin,Meta: wpcf-featured-product-blurb,Meta: wpcf-featured-product-bg,Meta: _aioseop_description,Meta: _aioseop_title,Meta: _aioseo_og_title,Meta: _aioseo_og_description,Meta: _aioseo_og_article_section,Meta: _aioseo_og_article_tags,Meta: _aioseo_description,Meta: _aioseo_title,Meta: _oembed_c94f4592886a58db85945e70392bdd2b,Meta: _oembed_time_c94f4592886a58db85945e70392bdd2b,Meta: _oembed_539e4eeda12eaa37e97eef8b892c1520,Meta: _oembed_time_539e4eeda12eaa37e97eef8b892c1520,Meta: pd_app_store_is_app_page,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Meta: _aioseop_opengraph_settings,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Meta: _oembed_4b11d5fe4e09fe4b7fec820f100c4b15,Meta: _oembed_time_4b11d5fe4e09fe4b7fec820f100c4b15,Meta: _oembed_728a0dac19cdf351798de51220b0d0b2,Meta: _oembed_time_728a0dac19cdf351798de51220b0d0b2,Meta: _oembed_42e6d87c638cab881ecc45aa361878fd,Meta: _oembed_time_42e6d87c638cab881ecc45aa361878fd,Meta: _oembed_059f9b2dd3d668dfb47f0f9d0226b9d3,Meta: _oembed_time_059f9b2dd3d668dfb47f0f9d0226b9d3,Meta: _oembed_0cb4a6496a8b0d46456f2d3c2d33b378,Meta: _oembed_time_0cb4a6496a8b0d46456f2d3c2d33b378,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Meta: _oembed_29d65475a5f7e888b849b7e9c854cd9b,Meta: _oembed_time_29d65475a5f7e888b849b7e9c854cd9b,Meta: _oembed_aad28143aab973e4b7fbbd6704666d22,Meta: _oembed_time_aad28143aab973e4b7fbbd6704666d22,Meta: _oembed_34c2e98d0b63dd8dbae91e34735d57ba,Meta: _oembed_time_34c2e98d0b63dd8dbae91e34735d57ba,Meta: _oembed_1f35c6f5ad853693cecf803fc701e03a,Meta: _oembed_d74716f2e8e3a07717e05d676b38e687,Meta: _oembed_time_d74716f2e8e3a07717e05d676b38e687,Meta: _oembed_537be02feb8d2e299ee4446d85d1cdd6,Meta: _oembed_time_537be02feb8d2e299ee4446d85d1cdd6,Meta: _wp_old_date,Attribute 1 default,Meta: _oembed_77dc161aba0390fb89181534039cf22e,Meta: _oembed_e97103c996f5eb319e1bb26edc7db65c,Meta: _oembed_time_e97103c996f5eb319e1bb26edc7db65c,Meta: _oembed_69ff0798b05c6a00b26812dd6a726572,Meta: _oembed_time_69ff0798b05c6a00b26812dd6a726572,Meta: _oembed_94aebb77abac8e2d5a581ad4277ff9c4,Meta: _oembed_time_94aebb77abac8e2d5a581ad4277ff9c4,Meta: _oembed_dc379f7b8dc2cf20c41c01be0c76258c,Meta: _oembed_time_dc379f7b8dc2cf20c41c01be0c76258c,Meta: _oembed_7c1f6a65a2b395973165d3239ec41d36,Meta: _oembed_time_7c1f6a65a2b395973165d3239ec41d36,Meta: _oembed_adafc559fa34e338e90c59c1675c9471,Meta: _oembed_time_adafc559fa34e338e90c59c1675c9471,Meta: _oembed_f1979b9fa6dbcea7aba1fadaddf63c79,Meta: _oembed_time_f1979b9fa6dbcea7aba1fadaddf63c79,Meta: _oembed_427455e46976ae77316c87e15c08798b,Meta: _oembed_time_427455e46976ae77316c87e15c08798b,Meta: _oembed_de46211ef563dee34a27ff75821f6ed9,Meta: _oembed_time_de46211ef563dee34a27ff75821f6ed9,Meta: _oembed_da387e51efecfb30479bbda7ed48873c,Meta: _oembed_time_da387e51efecfb30479bbda7ed48873c,Meta: _oembed_2c010285893d0b268307b3bd330758e6,Meta: _oembed_time_2c010285893d0b268307b3bd330758e6,Meta: _oembed_56f0b2205e24686d8f5974bcf8a9aa95,Meta: _oembed_time_56f0b2205e24686d8f5974bcf8a9aa95,Meta: _oembed_096922c12f1b731f5744f32e029b194c,Meta: _oembed_time_096922c12f1b731f5744f32e029b194c,Meta: _oembed_fcdc542b711519744e3f017daf8db867,Meta: _oembed_time_fcdc542b711519744e3f017daf8db867,Meta: _oembed_ce5fbede140414035cf90851c184e2e5,Meta: _oembed_time_ce5fbede140414035cf90851c184e2e5,Meta: _oembed_5e98e65cc789e7ff2b0d126396225b4e,Meta: _oembed_time_5e98e65cc789e7ff2b0d126396225b4e,Meta: _oembed_19c364c65ea7037daa6d974c1a854fdf,Meta: _oembed_time_19c364c65ea7037daa6d974c1a854fdf,Meta: _oembed_51d9e6314cd91f46a131f9cf8484dbb0,Meta: _oembed_time_51d9e6314cd91f46a131f9cf8484dbb0,Meta: _oembed_62795f8affe54aa7631c73c28d24633a,Meta: _oembed_time_62795f8affe54aa7631c73c28d24633a,Meta: _oembed_f8a2a0a76a3c84c04bee084556e48cc5,Meta: _oembed_time_f8a2a0a76a3c84c04bee084556e48cc5,Meta: _oembed_48c8b915c8778f6135d4328e70863722,Meta: _oembed_time_48c8b915c8778f6135d4328e70863722,Meta: _oembed_a4a0bf48895f1dbff938e7f3153c8b63,Meta: _oembed_time_a4a0bf48895f1dbff938e7f3153c8b63,Meta: _oembed_09d420dab2206eec409a73ed2b524158,Meta: _oembed_time_09d420dab2206eec409a73ed2b524158,Meta: _oembed_510f54e335bb8afc5eba50eb6bfe5e07,Meta: _oembed_time_510f54e335bb8afc5eba50eb6bfe5e07,Meta: _oembed_351f79d53d5ec23758c1821c55138480,Meta: _oembed_time_351f79d53d5ec23758c1821c55138480,Meta: _oembed_96be6b5beb6b7ccc69a62a157a4f728f,Meta: _oembed_time_96be6b5beb6b7ccc69a62a157a4f728f,Meta: _oembed_d83079e69969951a1afe10b8f5a6b2cb,Meta: _oembed_time_d83079e69969951a1afe10b8f5a6b2cb,Meta: _oembed_aade1dd486b8d9085a3ef77c4873e663,Meta: _oembed_time_aade1dd486b8d9085a3ef77c4873e663,Meta: _oembed_6474109fad1df2063633f91f386e198a,Meta: _oembed_time_6474109fad1df2063633f91f386e198a,Meta: _oembed_a92e24d1f78ee15390f6ba08a6448585,Meta: _oembed_time_a92e24d1f78ee15390f6ba08a6448585,Meta: _oembed_99bb8a4f9bbb917b61694825ab2ae5af,Meta: _oembed_time_99bb8a4f9bbb917b61694825ab2ae5af,Meta: _oembed_c6af41e659bde6dad95ec1b41ed5882d,Meta: _oembed_time_c6af41e659bde6dad95ec1b41ed5882d,Meta: _oembed_59dab9b23469b01e245edb2c50eceac5,Meta: _oembed_time_59dab9b23469b01e245edb2c50eceac5,Meta: _oembed_845eccf2fb63924007b5fabdc3a8f1eb,Meta: _oembed_time_845eccf2fb63924007b5fabdc3a8f1eb,Meta: _oembed_1f3e3b94a5511e1a5484d5f0b030fd98,Meta: _oembed_time_1f3e3b94a5511e1a5484d5f0b030fd98,Meta: _oembed_01f8b605b01bad0a75bd333558ddccf2,Meta: _oembed_time_01f8b605b01bad0a75bd333558ddccf2,Meta: _oembed_bba7d57772f29f87f7dfa8054bd979e7,Meta: _oembed_time_bba7d57772f29f87f7dfa8054bd979e7,Meta: _oembed_d002781d578ef3eeeb1f7592c82ea807,Meta: _oembed_time_d002781d578ef3eeeb1f7592c82ea807,Meta: _oembed_7b36cce11c613fd5e0c57de5fb85b19f,Meta: _oembed_time_7b36cce11c613fd5e0c57de5fb85b19f,Meta: _oembed_f1d5e482c13004d7c8f37da8af8f0a32,Meta: _oembed_time_f1d5e482c13004d7c8f37da8af8f0a32,Meta: _oembed_e8d02988ca50b3405f06e7198527cabc,Meta: _oembed_time_e8d02988ca50b3405f06e7198527cabc,Meta: _oembed_269dbedc19b2834508f020651bf50f30,Meta: _oembed_time_269dbedc19b2834508f020651bf50f30,Meta: _oembed_52611f41c712028d9211932914e16776,Meta: _oembed_time_52611f41c712028d9211932914e16776,Meta: _oembed_57489d39b9be6beaa4a4deb5185296f5,Meta: _oembed_time_57489d39b9be6beaa4a4deb5185296f5,Meta: _oembed_577edcc8d4f6d18b6da3ee9bd9a89c2e,Meta: _oembed_time_577edcc8d4f6d18b6da3ee9bd9a89c2e,Meta: _oembed_801b140bc9fe65e0bf2974badfa47293,Meta: _oembed_time_801b140bc9fe65e0bf2974badfa47293,Meta: _oembed_be28ea8a45f8b4126564b5023c481ecd,Meta: _oembed_time_be28ea8a45f8b4126564b5023c481ecd,Meta: _oembed_1f6ddf3fdf1472e88ac3dee8c1c1b294,Meta: _oembed_time_1f6ddf3fdf1472e88ac3dee8c1c1b294,Meta: _oembed_f817e372630b550faa6e86d7cdc1c22e,Meta: _oembed_time_f817e372630b550faa6e86d7cdc1c22e,Meta: _oembed_a389a37b23f1eaea58476d2bcdf291cb,Meta: _oembed_time_a389a37b23f1eaea58476d2bcdf291cb,Meta: _oembed_ca80ff78068bc24c4d73244a0282744c,Meta: _oembed_time_ca80ff78068bc24c4d73244a0282744c,Meta: _oembed_ccf30d241c7e46b4bd9d2a87e53ccb44,Meta: _oembed_time_ccf30d241c7e46b4bd9d2a87e53ccb44,Meta: _oembed_e605b56b631cd2c81862f63c8c28f399,Meta: _oembed_time_e605b56b631cd2c81862f63c8c28f399,Meta: _oembed_4008f3f640549d21e7bfd14045011e2c,Meta: _oembed_time_4008f3f640549d21e7bfd14045011e2c,Meta: _oembed_2c73cfb89cc286c2e626760ec90d4226,Meta: _oembed_time_2c73cfb89cc286c2e626760ec90d4226,Meta: _oembed_c18ff4d515a189959d353902af94fd68,Meta: _oembed_time_c18ff4d515a189959d353902af94fd68,Meta: _oembed_9376c8a42356f50ad8faf1149613a56a,Meta: _oembed_time_9376c8a42356f50ad8faf1149613a56a,Meta: _oembed_b498501e246d3885c26a77d3933e9bfb,Meta: _oembed_time_b498501e246d3885c26a77d3933e9bfb,Meta: _oembed_ec1827a17a6611cd21119bace06ed843
\n 	<li>Battery: 110 mAh Li-Po</li>
\n 	<li>Playtime: 4 Hrs</li>
\n 	<li>Dimensions: 45 x 11 mm</li>
\n 	<li>Weight: 0.0145 kg</li>
\n</ul>
\nFEATURES AND BENEFITS:
\n<ul>
\n 	<li>Converts Wired Audio to Bluetooth</li>
\n 	<li>Turn a TV, Computer or HiFi into a Bluetooth Audio System</li>
\n 	<li>Transmit to 2 Devices simultaneously</li>
\n</ul>
\nAvailable At : <a href=""https://www.takealot.com/volkano-beam-series-bluetooth-transmitter/PLID54854454"" target=""_blank"" rel=""noopener noreferrer"">TakeALot</a>",,,taxable,,1,,,0,0,,,,,0,,,209.99,"Audio > Accessories, Audio, Media, Media > Transmitters",,,https://volkano.com/wp-content/uploads/2018/04/VK-5010-BK-1.jpg,,,,,,,,,0,Colour,Black,0,1,Bluetooth Version,v3.0,1,1,Range,10m,1,1,Charge Time,1.5h,1,1,Playback Time,3 - 4h,1,1,,,,,,,,,,,,,,,,,,,,,,                                                ,,Turns any device with a 3.5mm Aux input connection into a Bluetooth transmitter.,Volkano VK-5010-BK Beam Series Bluetooth Audio Transmitter,,,,,Turns any device with a 3.5mm Aux input connection into a Bluetooth transmitter.,Volkano VK-5010-BK Beam Series Bluetooth Audio Transmitter | #site_title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

507,simple,VK-7015-MX | VK-7015-GR,Elementary Series,1,0,visible,Trolley Bag,"<ul>
\n 	<li>The Elementary Series trolley backpack is loaded with features and space for those on the go.</li>
\n 	<li>With four external zipper compartments, you're sure to have enough space and place for those essential items, not excluding the handy earphone holder, which allows you to effortlessly access your earphones while you're wearing the bag.</li>
\n 	<li>The Large, padded internal compartment is divided to offer you space for your books, laptop, notepads and stationery. Everything you need to take with you.</li>
\n 	<li>The reinforced base will keep your bag upright at all times, while the wheels make gliding from point A to point B a breeze with retractable telescopic handle.</li>
\n 	<li>Whether you're on daily business, school or travelling, Volkano trolley bags protect all of your devices. Our specially designed backpacks are comfortable to wear. Carry your digital life with you, wherever you are.</li>
\n</ul>
\nFeatures:
\n<ul>
\n 	<li>Retractable telescopic handle</li>
\n 	<li>4 Zippered compartments &amp;amp; side compartments</li>
\n 	<li>Earphone holder</li>
\n 	<li>Large divided interior compartment</li>
\n 	<li>Padded backing and carry straps for longer periods of wear</li>
\n 	<li>Reinforced base</li>
\n 	<li>Trolley wheels</li>
\n</ul>
\n&nbsp;
\n
\nAvailable At : <a href=""https://www.jumia.co.za/volkano-elementary-series-trolley-bag-810663.html"" target=""_blank"" rel=""noopener noreferrer"">Jumia</a>",,,taxable,,1,,,0,0,,,,,0,,,100,"Bags, Bags > Trolley Backpacks",,,"https://volkano.com/wp-content/uploads/2018/04/vk-7015-mx-volkano-elementary-series-trolley-bags-black-and-grey-4-1-1.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-7015-mx-volkano-elementary-series-trolley-bags-black-and-grey-4-2-1.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-7015-mx-volkano-elementary-series-trolley-bags-black-and-grey-4-3-1.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-7015-gr-volkano-elementary-series-trolley-bags-multi-4-1-3.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-7015-gr-volkano-elementary-series-trolley-bags-multi-4-3-2.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-7015-gr-volkano-elementary-series-trolley-bags-multi-4-2-2.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                            ,,The Elementary Series trolley backpack is loaded with features and space for those on the go.,Volkano Elementary Series Trolley Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

509,simple,VB-VS021-BK,Obsidian Series,0,0,hidden,Smart Media Player,"The Obsidian Series Smart Media Box turns any TV into a Smart TV.
\nConnect to LAN or Wifi to play or stream media
\nPlay media from 8GB on board memory or memory card, flash drive or hard drive
\nAndroid 4.4 KitKat for playing games or apps
\nInternet media steaming
\nIncludes Air remote.",,,taxable,,1,,,0,0,,,,,0,,,799,"Media, Media > Media Players",,,"https://volkano.com/wp-content/uploads/2018/04/vb-vs021-bk-volkano-obsidian-series-media-player-4-1.jpg, https://volkano.com/wp-content/uploads/2018/04/vb-vs021-bk-volkano-obsidian-series-media-player-4-2.jpg, https://volkano.com/wp-content/uploads/2018/04/vb-vs021-bk-volkano-obsidian-series-media-player-4-3.jpg",,,,,,,,,0,Colour,Black,0,1,OS,Android 4.4 KitKat,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                        ,,The Obsidian Series Smart Media Box turns any TV into a Smart TV.,Volkano VB-VS021-BK Obsidian Series Smart Media Player,,,,,The Obsidian Series Smart Media Box turns any TV into a Smart TV.,Volkano VB-VS021-BK Obsidian Series Smart Media Player | #site_title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

511,simple,VK-30004-BK,Streamline Series,0,0,hidden,Bluetooth Wireless Audio Receiver,"<ul>
\n 	<li>Turns any device with a 3.5mm auxiliary input into a Bluetooth receiver.</li>
\n 	<li>Stream your favorite tunes to your favorite playback device.</li>
\n 	<li>Allows hands-free Voice Calling.</li>
\n 	<li>Perfect for vehicles with a 3.5mm input to play your songs from your mobile device into your car's sound system.</li>
\n 	<li>You can even have it connect to regular headphones to turn them into bluetooth ones.</li>
\n</ul>
\nThere's no need to buy a whole bluetooth speaker when your existing sound system is perfect for you, but just doesn't have bluetooth functionality. This smart little device lets you connect to your 3.5mm input jack and make it an instant bluetooth speaker. Don't have 3.5mm input and only RCA inputs? Easily get a converter cable, and then you are good to go.
\n
\n&nbsp;
\n
\nAvailable At : <a href=""https://www.takealot.com/volkano-streamline-series-bluetooth-audio-transmitter-receiver/PLID54854453"" target=""_blank"" rel=""noopener noreferrer"">TakeALot</a> | <a href=""https://www.makro.co.za/electronics-computers/audio-video/audio-speakers-accessories/wireless-speakers/volkano-streamline-series-bluetooth-audio-receiver/p/bd767ccd-9b9a-4a69-9546-14e67cfd15fb"" target=""_blank"" rel=""noopener noreferrer"">Makro</a>",,,taxable,,1,,,0,0,,,,,0,,,179.99,"Audio > Accessories, Audio, Media, Media > Receivers",,,"https://volkano.com/wp-content/uploads/2018/04/VK-8014-WT.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-30004-bk-volkano-streamline-series-bluetooth-audio-reciever-4-3.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-30004-bk-volkano-streamline-series-bluetooth-audio-reciever-4-2.jpg",,,,,,,,,0,Colour,White,0,1,Bluetooth Version,v3.0 +EDR,1,1,Range,10m,1,1,Certifications,"BQB, CE &amp; FCC",1,1,Playback Time,8h,1,1,Wireless Frequency,2.4GHz,1,1,Profiles,A2DP,1,1,,,,,,,,,,,,,,                                    ,,Turns any device with a 3.5mm auxiliary input into a Bluetooth receiver.,Volkano VK-30004-BK Streamline Series Bluetooth Wireless Audio Receiver,,,,,Turns any device with a 3.5mm auxiliary input into a Bluetooth receiver.,Volkano VK-30004-BK Streamline Series Bluetooth Wireless Audio Receiver | #site_title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

513,simple,VK-5013-BK,Spin Series Glow,1,0,visible,Glow In The Dark Fidget Spinner,"The toy craze that took the world by storm, glows in the dark.
\n
\nHigh performance bearings make for the smoothest spin and maximum revolutions.
\n
\n&nbsp;
\n
\nAvailable At : <a href=""https://www.takealot.com/volkano-spin-series-glow-in-the-dark-fidget-spinner/PLID67538148"" target=""_blank"" rel=""noopener noreferrer"">TakeALot</a> | <a href=""https://www.makro.co.za/baby-toddlers-kids/toys/outdoor-toys/outdoor-toys/volkano-spin-series-fidget-spinner---glow-in-the-dark/p/97ae9e84-078f-40a6-ae07-c6bce3467907"" target=""_blank"" rel=""noopener noreferrer"">Makro</a>",,,taxable,,1,,,0,0,,,,,0,,,29.99,Accessories > Toys,,,"https://volkano.com/wp-content/uploads/2018/04/vk-5013-bk-volkano-spin-series-glow-in-the-dark-fidget-spinner-black-4-1.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-5013-bk-volkano-spin-series-glow-in-the-dark-fidget-spinner-black-4-2.jpg",,,,,,,,,0,Colour,Black,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                ,,"The toy craze that took the world by storm, glows in the dark.",Volkano VK-5013-BK Spin Series Glow In The Dark Fidget Spinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

515,variable,VK-5014,Spin Series LED,1,0,visible,LED Fidget Spinner,"The toy craze that took the world by storm, with light up LEDS.
\n
\nHigh performance bearings make for the smoothest spin and maximum revolutions.
\n
\n&nbsp;
\n
\nAvailable At : <a href=""https://www.makro.co.za/baby-toddlers-kids/toys/outdoor-toys/outdoor-toys/volkano-spin-series-led-fidget-spinner---black/p/44312d55-4d36-4ba5-98d0-1850b20d0ec4"" target=""_blank"" rel=""noopener noreferrer"">Makro</a>",,,taxable,,1,,,0,0,,,,,0,,,,Accessories > Toys,,,https://volkano.com/wp-content/uploads/2018/04/VK-5014-BK-1.jpg,,,,,,,,,0,Colour,"Black, Blue, Red, Yellow",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                ,,"The toy craze that took the world by storm, with light up LEDS.",Volkano VK-5014-BK Spin Series LED Fidget Spinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

517,variable,VK-5012,Spin Series Metal,0,0,hidden,Metal Fidget Spinner,"The toy craze that took the world by storm.
\n
\nHigh performance bearings make for the smoothest spin and maximum revolutions.
\n
\n&nbsp;
\n
\nAvailable At : <a href=""https://www.makro.co.za/baby-toddlers-kids/toys/outdoor-toys/outdoor-toys/volkano-spin-series-metal-fidget-spinner---black/p/70e1c5c2-2264-4629-ae7d-214d76da447f"" target=""_blank"" rel=""noopener noreferrer"">Makro</a>",,,taxable,,1,,,0,0,,,,,0,,,,Accessories > Toys,,,https://volkano.com/wp-content/uploads/2018/04/VK-5012-BK-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                            ,,The toy craze that took the world by storm. High performance bearings make for the smoothest spin and maximum revolutions.,Volkano VK-5012-BK Spin Series Metal Fidget Spinner,,,,,The toy craze that took the world by storm. High performance bearings make for the smoothest spin and maximum revolutions.,Volkano VK-5012-BK Spin Series Metal Fidget Spinner | #site_title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

519,simple,VK-5006-BKGR,Active Series,1,0,visible,Chest Strap Heart Rate Monitor with Wristwatch,"<ul>
\n 	<li>High, Low, and Average Heart Rate</li>
\n 	<li>Linked Wristwatch Display</li>
\n 	<li>Operating Temperature: 5°C - 50°C</li>
\n 	<li>Chronograph</li>
\n 	<li>Calorie Counter</li>
\n 	<li>IPX4 Sweat Resistant</li>
\n</ul>
\nA full heart rate monitor solution, as well as a watch for the time, date and an alarm for everyday use. Keep track of your Minimum / Maximum Heart Rate. Also features a StopWatch as well as a Chronograph and a Calorie Counter
\n
\nSpecifications:
\n<ul>
\n 	<li>Heart rate measurements: 30 – 240 BPM</li>
\n 	<li>Water Resistance: 10 m / 33 ft</li>
\n 	<li>Operating Temperature: 5°C - 50 °C</li>
\n</ul>
\n&nbsp;
\n
\nAvailable At : <a href=""https://www.takealot.com/volkano-active-series-chest-strap-heart-rate-monitor-with-wristw/PLID54860914"" target=""_blank"" rel=""noopener noreferrer"">TakeALot</a> | <a href=""https://www.jumia.co.za/volkano-active-series-chest-strap-heart-rate-monitor-810632.html"" target=""_blank"" rel=""noopener noreferrer"">Jumia</a>",,,taxable,,1,,,0,0,,,,,0,,,499.99,"Active, Active > Gym Accessories",,,"https://volkano.com/wp-content/uploads/2018/04/VK-5006-BKGR.jpg, https://volkano.com/wp-content/uploads/2018/04/Active.jpg, https://volkano.com/wp-content/uploads/2018/04/Watch.jpg, https://volkano.com/wp-content/uploads/2018/04/Volkano-Active-series-high-res.jpg",,,,,,,,,0,Colour,Black &amp; Grey,0,1,Waterproof,10m,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                            ,,"A full heart rate monitor solution, as well as a watch for the time, date and an alarm for everyday use. Keep track of your Minimum / Maximum Heart Rate.",Volkano VK-5006-BKGR Active Series Chest Strap Heart Rate Monitor with Wristwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

521,simple,VK-5003-BK,Alive Series,0,0,hidden,Smart Fitness Band,"<ul>
\n 	<li>A state of the art fitness band with intelligent sensors.</li>
\n 	<li>The KX022 Sensor is a robust, low-power, I2C/SPI, 3-axis accelerometer with integrated FIFO/FILO buffer that features a wide range of embedded functionality, including tap detection, orientation, activity, and wake-up algorithms.</li>
\n 	<li>The Si1141 Sensor is a low-power, reflectance-based, infrared proximity and ambient light sensor to help track your sleep.</li>
\n 	<li>Displays a call alert on the watch if connected to your mobile device via bluetooth when calls come in.</li>
\n 	<li>Stay active, stay healthy with the Active Series heart monitor.</li>
\n</ul>
\nA full heart rate monitor solution, as well as a watch for the time, date and an alarm for everyday use.
\n
\n&nbsp;
\n
\nAvailable At : <a href=""https://www.takealot.com/volkano-alive-series-fitness-tracker-and-heart-rate-monitor/PLID54860903"" target=""_blank"" rel=""noopener noreferrer"">TakeALot</a>",,,taxable,,1,,,0,0,,,,,0,,,699.99,"Active, Active > Smart Technology",,,"https://volkano.com/wp-content/uploads/2018/04/vk-5003-bk-volkano-alive-series-smart-fitness-band-4-1.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-5003-bk-volkano-alive-series-smart-fitness-band-4-2.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-5003-bk-volkano-alive-series-smart-fitness-band-4-3.jpg, https://volkano.com/wp-content/uploads/2018/04/vk-5003-bk-volkano-alive-series-smart-fitness-band-4-4.jpg",,,,,,,,,0,Colour,Black,0,1,Screen Size,0.5&quot;,1,1,Bluetooth Version,v4.0,1,1,Charge Time,1.5h,1,1,Battery,70mAh Li-ion polymer,1,1,,,,,,,,,,,,,,,,,,,,,,                                                ,,A state of the art fit bit with intelligent sensors.,Volkano VK-5003-BK Alive Series Smart Fitness Band,,,,,A state of the art fit bit with intelligent sensors.,Volkano VK-5003-BK Alive Series Smart Fitness Band | #site_title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
